Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cbd-pain-freeze-by-hemp-bombs,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cbd_pain_freeze_1oz_l.jpg?v=1584922174,2,,,,,,,,,,,,,,,,,,,,,,
cbd-lollipops-2-pack-by-hemp-bombs,Jolly Bombs: CBD Hemp Bombs,"<div class=""summary entry-summary"">
<div class=""woocommerce-product-details__short-description"">
<p>f you want to enjoy CBD and have a treat at the same time, you’re in luck – Hemp Bombs CBD Jolly Bombs are designed with you in mind. Each delicious CBD lollipop packs 40mg of premium CBD and is completely vegan, so all adults can indulge in these tasty treats.</p>
<p><strong>Product Info</strong></p>
<ul>
<li>2-pack of CBD Jolly Bombs</li>
<li>40mg of CBD per lollipop</li>
<li>Vegan</li>
<li><a href=""https://hempbombs.com/lab-test-reports/cbd_jolly_bomb.pdf"" target=""_default"">Tested by Independent Labs</a></li>
</ul>
</div>
<div class=""product_meta"">
<span class=""sku_wrapper"">SKU:<span> </span><span class=""sku"">HBJBEAPB2</span></span><span> </span><span class=""posted_in"">Categories:<span> </span><a href=""https://hempbombs.com/product-category/cbd-products/cbd-edibles/"" rel=""tag"">CBD Edibles</a>,<span> </span><a href=""https://hempbombs.com/product-category/cbd-products/cbd-edibles/cbd-lollipops/"" rel=""tag"">CBD Lollipops</a>,<span> </span><a href=""https://hempbombs.com/product-category/cbd-products/"" rel=""tag"">CBD Products</a></span><span> </span><span class=""tagged_as"">Tag:<span> </span><a href=""https://hempbombs.com/product-tag/under-25/"" rel=""tag"">Under $25</a></span>
</div>
</div>
<div class=""woocommerce-tabs wc-tabs-wrapper"">
<div class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" aria-labelledby=""tab-title-description"">
<h2>DESCRIPTION</h2>
<h5>CBD JOLLY BOMBS</h5>
<h5>SUPPLEMENT FACTS</h5>
<p>Serving Size: 1 CBD Jolly Bomb<br>Servings Per Package: 2<br>CBD Per Serving: 40mg<br><strong>Flavors:</strong><span> </span>Watermelon, Green Apple, Cherry, Pink Lemonade</p>
<p><strong>Ingredients:</strong><span> </span>Broad Spectrum Hemp Extracts (CBD), Soy Lecithin, Artificial Color, Sodium Lactate, Malic Acid, Corn Syrup, Sugar. Contains 2% or less of Natural &amp; Artificial Flavor.</p>
</div>
</div>",Higher Ground Delivery,CBD Edible,"cbd, Edible",false,Flavor,Cherry,,,,,JOL|CHERR|CBD E|79,0.0,shopify,0,deny,manual,9.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/cbd_edibles_lollipops_40mg.jpg?v=1584921696,1,,false,Higher Ground Delivery: Hemp Bombs 300mg CBD Oil Tincture,,,,,,,,,,,,,,,,lb,,6.00,active
cbd-lollipops-2-pack-by-hemp-bombs,,,,,,,,Green Apple,,,,,JOL|GREEN|CBD E|80,0.0,shopify,0,deny,manual,9.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,6.00,
cbd-lollipops-2-pack-by-hemp-bombs,,,,,,,,Pink Lemonade,,,,,JOL|PINK |CBD E|81,0.0,shopify,0,deny,manual,9.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,6.00,
copy-of-blueberry-cheesecake-top-shelf-premium-indoor-flower,Hawaiian Gold by JAHnetics - Indoor Flower (Hybrid 50/50),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Hybrid - 50% Sativa / 50% Indica</p>
<p>THC: 20% - 21%</p>
<p><strong>Hawaiian Gold</strong> (Super lemon Haze x Golden Haze). Proud 1st place sativa strain of the San Francisco hempcon cup 2016 via JAHnetics of San Francisco, Ca.</p>
<meta charset=""utf-8"">
<p><span>The JAHnetics' award-winning flagship Sativa will take you higher than you've ever been! Extremely energetic high that will have you buzzing around your house or buzzing around in higher levels of consciousness. Either way, the </span>Hawaiian Gold is one of the best and most pure Sativa smokes out there!</p>
<p><span>Hawaiian Gold is a sativa-dominant hybrid with an unknown ratio of sativa to indica. The parentage of this strain is a little hazy, but it's most likely a cross of Pineapple, a popular indica-heavy hybrid, and Super Lemon Haze, a powerful sativa. </span></p>
<p><span>THC levels are impressive, exceeding 20% in at least one publicly available test. That makes for a potent smoke and a relaxing way to treat low mood, insomnia, and chronic pain. The high is sleepy but happy, with a strong dose of euphoria. Don't use this strain as the only means of treatment for seizures or other conditions that respond to CBD, as that chemical exists in this strain only at very low quantities, much less than 1%. </span></p>
<p><span>The bud has a bright green color with spots of darker green and light amber hairs. The taste is smooth, earthy, and hash-like. The aroma also has earthy notes, along with a sweet floral smell and unpleasant hints of rotten fruit. Reports of side effects are few and far between, but they likely include paranoia, dry eyes, and cottonmouth. Though most popular in California, Hawaiian Gold can probably be found elsewhere in the American West.</span></p>
<meta charset=""utf-8"">
<p><a href=""https://weedmaps.com/brands/jahnetics/products/jahnetics-hawaiian-gold"" target=""_blank"" rel=""noopener noreferrer""><strong>WeedMaps</strong></a></p>
<p> </p>",Higher Ground Delivery,Flower,Flower,false,Size,1/8th,,,,,HAW|1/8TH|FLOWE|50,0.0,shopify,0,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-03-27at11.43.35AM.png?v=1585334653,1,,false,Higher Ground Delivery: Blueberry Cheesecake- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. ",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/ScreenShot2020-03-27at11.43.35AM.png?v=1585334653,lb,,16.63,active
copy-of-blue-cookies-top-shelf-premium-indoor-flower-1,JAH Cookies - Indoor Flower (90% Indica),"<p><span>Hybrid - 90% Indica / 10% Sativa<br><br>THC: 28%</span></p>
<p><span><strong>JAH Cookies</strong> is a mostly even hybrid that combines Girl Scout Cookies with Jah Goo (the genetics of Jah Goo are unclear, it's possibly Purple Jasmine and Afghani Goo, or simply Light of Jah crossed with Afgoo). Between the Cookies genetics and the Jah x Afgoo genetics, there's a lot of relaxation in what is actually a nicely balanced strain, one that highlights effects from both its Sativa and Indica lineage.<br>The nugs are lime green, with darker emerald sugar leaves. The pistils are rust-colored and plentiful, as is the heavy trichome coating. The medium-sized buds are solid but not super dense, with a delicious, sweet piney smell. The flavor is a little bittersweet, but smooth and mild.</span></p>
<p><span>The high from JAH Cookies is an excellent combination of light, cerebral uplift and creative, easy relaxation. There's a dreaminess from the Cookies genetics, but it's matched with the clearheaded, energizing effects from Jah Goo. This makes for a nice daytime choice that will leave you feeling inspired and alert, but relaxed and mellow. The wonderful feeling of relaxation is complimented by a surprisingly sharp uplift, more than most Indica-dominant strains. With a great flavor and a crisp high, this strain is a phenomenal choice for fun in the sun!</span></p>
<p><span>JAH Cookies is another EXCLUSIVE JAHnetics' AWARD WINNING STRAIN!</span></p>
<p><span>This indica winner is the original Girl Scout Cookies X Romulan</span></p>
<p><span>Almost mutant looking cannabis...she is a beauty!</span></p>",Higher Ground Delivery,Flower,Flower,false,Size,1/8th,,,,,JAH|1/8TH|FLOWE|54,0.0,shopify,0,deny,manual,49.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_565461f9-b619-472d-9088-39c0e71b6eaf.jpg?v=1584837959,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_565461f9-b619-472d-9088-39c0e71b6eaf.jpg?v=1584837959,lb,,15.63,active
copy-of-blue-cookies-top-shelf-premium-indoor-flower-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_9fc17616-9592-4c90-ae4c-e67d5406ae69.jpg?v=1584837959,2,,,,,,,,,,,,,,,,,,,,,,
copy-of-lemon-pound-cake-premium-indoor-flower-1,Sundae Driver - Indoor Flower (Hybrid 50/50),"<p>Hybrid - 50% Sativa / 50% Indica</p>
<p>THC: 14% - 16%</p>
<p><strong>Sundae Driver</strong> is an evenly balanced hybrid strain (50% indica/50% sativa) created through crossing the delicious Fruity Pebbles X Grape Pie strains. If you're a fan of a chocolate sundae, you're going to be head over heels for this delicious bud. Sundae Driver packs a sweet creamy chocolate flavor with a lightly sugary fruity exhale. The aroma is of fresh earth and sweet sugary grape candy with a rich chocolatey overtone that is slightly pungent at times.</p>
<p>The Sundae Driver high is just as delightful as the flavor, with a relaxing and lifted high that will have you kicking back with ease after just a toke or two. You'll feel a euphoric onset that fills your cerebral state with a sense of giddy happiness. As your mind flies higher, your body will begin to fade away into a deeply relaxing state that has you dozing mere minutes later.</p>
<p>Thanks to these effects and its moderate 14-16% average THC level, Sundae Driver is often chosen to treat those suffering from conditions such as chronic stress or anxiety, insomnia, PTSD, depression and chronic pain. This bud has grape-shaped olive green nugs with rich purple undertones, thin red-orange hairs and a coating of tiny white crystal trichomes.</p>
<p>Bred by Cannarado and sent out to the Jungle Boyz, <strong>Sundae Driver</strong> is a smooth and creamy cross of FPOG and Grape Pie. profile. Buds are light green in color with purple accents and come drenched in trichomes. This strain offers a mellow and calming high, just like its flavor. For a tasty joint in the sun, give Sundae Driver a try.</p>
<section class=""pt-xxl ""></section>",Higher Ground Delivery,Flower,Flower,false,Size,1/8th,,,,,SUN|1/8TH|FLOWE|72,0.0,shopify,0,continue,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_b6665ebf-be09-47e6-a8ed-1f000f51aaf5.jpg?v=1584694776,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_b6665ebf-be09-47e6-a8ed-1f000f51aaf5.jpg?v=1584694776,lb,,,active
copy-of-lemon-pound-cake-premium-indoor-flower-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_5429b478-7f3f-4f81-b333-d2f758381ee0.jpg?v=1584694777,2,,,,,,,,,,,,,,,,,,,,,,
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,Sanitary 2.5PH Kangen Water *ACIDIC Disinfectant Water,"<h3>Strong Acidic Water – pH 2.5</h3>
<ul>
<li>Use as a disinfectant without the harsh chemicals to sanitize bathroom and kitchen utensils and countertops. It is a safe and effective hand sanitizer and is even used for commercial sanitizing requirements. But, pH 2.5 is NOT suitable for drinking water.</li>
<li>Washing hands: After washing rinse with strong acidic water to disinfect.</li>
<li>Clean cuts &amp; scrapes: spray on skin for cuts or burns to sanitize.</li>
<li>Soak feet: helps to resolve fungal toenails and athlete’s foot.</li>
<li>Disinfectant water: good for cold sores, pimples, skin blemishes and to disinfect tooth brushes.</li>
<li>Washing metal: wash with strong acidic water, then rinse with tap water and drain.</li>
<li>Countertop cleaning: spray on countertops and other surfaces to clean and disinfect.</li>
</ul>",Higher Ground Delivery,"",Sanitary,true,Size,1 liter (One Bottle),,,,,S25|1 LIT|385,0.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/acidicwater.jpg?v=1584646128,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/liter-bottles-01.jpg?v=1584646284,lb,,,active
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,,,,,,,,1 Gallon,,,,,S25|1 GAL|386,0.0,,0,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_52befe52-7490-4ad5-8259-eaf4b42e25c1.jpg?v=1584646128,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/21PBK1t75NL._AC.jpg?v=1584646245,lb,,,
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,,,,,,,,5 Gallon,,,,,S25|5 GAL|387,0.0,,0,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/coming-sooon-water.jpg?v=1584646128,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/coming-sooon-water.jpg?v=1584646128,lb,,,
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/coming-sooon-water_ba435074-9b0f-4c34-8d05-2aa0221bf730.jpg?v=1584646245,4,,,,,,,,,,,,,,,,,,,,,,
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/21PBK1t75NL._AC.jpg?v=1584646245,5,,,,,,,,,,,,,,,,,,,,,,
sanitary-2-5ph-kangen-water-acidic-disinfectant-water,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/liter-bottles-01.jpg?v=1584646284,6,,,,,,,,,,,,,,,,,,,,,,
n95-protection-mask,N95 Protection Mask,"<p>**N95 protective medical grade mask, effective against current COVID-19 disease.</p>
<p>**Large quantities are locally available for delivery, please contact us via phone or email regarding inquiries on large order requests. </p>",Higher Ground Delivery,"",Sanitary,true,Pack,1 Mask,,,,,NPM|1 MAS|338,0.0,,-1,deny,manual,0.99,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_18debf1a-b493-4457-baa9-22603baa8ab6.jpg?v=1585517682,1,,false,,,,,,,,,,,,,,,,,lb,,,active
n95-protection-mask,,,,,,,,2 Pack,,,,,NPM|2 PAC|339,0.0,,0,deny,manual,1.98,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_7438a7c5-64ea-4a3b-8e17-b13d60c3959a.jpg?v=1585517682,2,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-lemon-pound-cake-premium-indoor-flower,Wiz Cookies - Indoor Flower (Actual Wiz Cookies),"<p><strong>Private Label Reserve Batch</strong> - Indica Dominant Hybrid (Actual Wiz Cookies)</p>
<p>GSC, formerly known as <strong>Girl Scout Cookies</strong>, is an OG Kush and Durban Poison hybrid cross whose reputation grew too large to stay within the borders of its California homeland. With a sweet and earthy aroma, GSC launches you to euphoria’s top floor where full-body relaxation meets a time-bending cerebral space. A little goes a long way with this hybrid, whose THC heights have won GSC numerous Cannabis Cup awards. Patients needing a strong dose of relief, however, may look to GSC for severe pain, nausea, and appetite loss.<br><br>There are several different phenotypes of the GSC strain including Thin Mint and Platinum GSC, which exhibit some variation in appearance and effect. Typically, however, GSC expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis staple themselves should wait 9 to 10 weeks for their indoor plants to finish flowering.</p>
<p><strong><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/N4esrnz17uI?start=32"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></strong></p>",Higher Ground Delivery,Flower,Flower,false,Size,1/8th,,,,,WIZ|1/8TH|FLOWE|77,0.0,shopify,0,continue,manual,69.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_48af1667-e57e-42a6-957d-971760fec020.jpg?v=1584604391,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_099cb6a0-1de8-43e4-a017-45dc2236e220.jpg?v=1584604394,lb,,25.00,active
copy-of-lemon-pound-cake-premium-indoor-flower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_099cb6a0-1de8-43e4-a017-45dc2236e220.jpg?v=1584604394,2,,,,,,,,,,,,,,,,,,,,,,
copy-of-blue-cookies-top-shelf-premium-indoor-flower,Larry OG - Indoor Flower (Hybrid 50/50),"<p>Hybrid - 50% Sativa / 50% Indica</p>
<p>THC: 26%</p>
<p>This medical marijuana strain is among the members of the popular ocean-family of strains. <strong>Larry OG</strong> was originally created in Orange County of California by crossing OG Kush with SFV OG. This is an indica hybrid strain that is featuring the entire lemon-pledge funk along with the vigor of the real Tahoe cut. In addition, there will be the hints of woodsy feel of SFV OG.</p>
<p>The plant appears pale green colored cover with dark orange-red colored hairs thereby providing a visible contrast. The nugs are found to be small and dense and are having the edgy calyxes of OG Kush. The users of this strain say that Larry OG is giving out pungent as well as sweet and fresh aroma. The taste of the strain is similar to the smell and is sweet and tangy. The taste of this strain can be compared with that of a fresh orange.</p>
<p>The laboratory testing of Larry OG showed that the strain has total THC, 0.1% CBN and 0.5% CBD. The higher THC content of this strain will be beneficial for people those who are seeking to improve their appetite. Moreover, this strain is known for creating body-high which will be great for alleviating body pain.</p>",Higher Ground Delivery,Flower,Flower,false,Size,1/8th,,,,,LAR|1/8TH|FLOWE|62,0.0,shopify,-2,continue,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_9184b1bd-9384-4f5c-935b-5289cf34b481.jpg?v=1587274478,1,,false,Higher Ground Delivery: Larry OG- Top Shelf Indoor Flower,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_8ba9b3e6-94ce-4054-a410-de51144e9940.jpg?v=1587274480,lb,,14.06,active
copy-of-blue-cookies-top-shelf-premium-indoor-flower,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/image_8ba9b3e6-94ce-4054-a410-de51144e9940.jpg?v=1587274480,2,,,,,,,,,,,,,,,,,,,,,,
peach-rings-green-privilege-60mg-per-serving,60mg Peach Ring,"<meta charset=""utf-8"">
<p>Total 60mg of THC per package</p>
<p>Perfect for a mellow high &amp; controllable experience.</p>
<p>These gummies provide the dosage flexibility to snack at your own pace while not getting you too high.<br></p>
<p>Total of 1 MEDICATED 60mg gummy and NON-medicated gummies for enjoyment!</p>",Higher Ground Delivery,THC Edible,"Edible, gummy",true,Title,Default Title,,,,,PSG|THC E|159,0.0,shopify,53,deny,manual,9.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/peachring-front_5e1ab066-e31d-4164-8221-8398ee9165b1.png?v=1593560296,1,,false,,,,,,,,,,,,,,,,,lb,,0.70,active
peach-rings-green-privilege-60mg-per-serving,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/peachring-front_fc2d70f8-68ba-43d6-8d98-5e9a3ef1a1b0.png?v=1593560296,2,,,,,,,,,,,,,,,,,,,,,,
copy-of-blue-cookies-indoor-flower,Blue Cookies by Cookie Fam - Indoor Flower (90% Indica),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 90% Indica / 10% Sativa</p>
<p>THC: 25% - 28%, CBD: 2%</p>
<p><strong>Blue Cookies</strong> is an Indica-dominant hybrid cross between two celebrity strains, Girl Scout Cookies and Blueberry. As the child of these heavyweight champion strains, Blue Cookies delivers a crushing blow of euphoria straight to the head, where it swiftly sinks down to relax the entire body.      </p>
<p>Sweet berry flavors fuse with earthy cherry notes in a flavor profile as enticing as the bud’s thick coat of frosty resin that stretches over twisting hues of green and purple. Novice consumers should approach Blue Cookies with modesty, but this strain’s potency is perfect for hard-to-impress veterans. You may also come across another variation of Blue Cookies, a select Girl Scout Cookies phenotype that lacks the Blueberry genetics.</p>
<p>There is some dispute over the true parents of this indica-dominant award winner: Some sources claim they're F1 Durb (an indica-dominant descendant of Durban Poison) and Florida OG (a little known indica). Others say they're Blueberry and Girl Scout Cookies. Whatever its origins, Blue Cookies has a sativa/indica ratio of between 10:90 and 30:70. That makes for a potent body buzz, although the sativa genes also provide an energized cerebral effect. Use this strain to treat anxiety, low mood, headaches, irritability, and persistent physical pain.</p>
<p>Blue Cookies won the Cannabis Cup in the medical hybrid category based largely on its whopping THC content, measured at more than 28%. The record holder is still less than 30%, which means this strain is one of the strongest on the market. CBD, on the other hand, makes up less than 2% of this plant's cannabinoid content, so Blue Cookies shouldn't be used as an exclusive treatment for seizures or other health problems that respond to CBD. As the name suggests, this strain's dense nugs have a dark bluish tint, as well as a thick layer of resinous crystals on the surface.</p>
<p>The flavors are sweet and smooth, with notes of orange, earth, and candy. The smell is sweet and reminiscent of cookies. Blue Cookies is popular on the West Coast but much harder to find in other parts of the United States.</p>
<p> <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/I-tfS9cmYXg?start=32"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Higher Ground Delivery,Flower,Flower,false,Title,Default Title,,,,,BLU|1/2 G|FLOWE|9,0.0,shopify,1,deny,manual,64.00,69.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/IMG_6309.jpg?v=1588534984,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,3.57,active
sublime-gold-malibu-indica-hybrid-girl-scout-cookies-gsc-500mg-cartridge,Sublime GOLD Malibu - Indica Hybrid Girl Scout Cookies (GSC) - 500mg Cartridge,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Sublime Gold cartridges are the optimal vaping experience. Smooth and sweet, Sublime's carts contain cannabinoids and proprietary terpene blends for ""dab-like"" pulls. Glass tips make for refined vaping. Each cart is compatible with most standard vape batteries.</p>
<p><strong><em>Effects:<span> </span></em></strong><em>Peaceful, cheerful, calm, thoughtful</em></p>
<p>Endless summers, longboards and sun-kissed memories – this relaxing indica hybrid was designed to enhance the enjoyment of outdoors. It’s perfect for impromptu beach trips, joyful moments and enlightened afternoons.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/lh_eOmfVgX8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/ah4B2DY-844?start=32"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></p>",Higher Ground Delivery,Vape Cart,"Cartridge, vape",true,Quantity,1 Cartridge,,,,,SGM|.5 CAR|VAPE |191,0.0,shopify,6,deny,manual,39.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-04_at_11.41.34_PM.png?v=1583394764,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-04_at_11.41.34_PM.png?v=1583394764,lb,,15.00,active
sublime-gold-malibu-indica-hybrid-girl-scout-cookies-gsc-500mg-cartridge,,,,,,,,1 Cartridge + Battery,,,,,SGM|.5 CAR BAT|VAPE |192,0.0,shopify,10,continue,manual,54.00,75.00,true,true,"",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-04_at_11.41.34_PM.png?v=1583394764,lb,,20.00,
v2-510-thread-battery-w-micro-usb-charger,V2 510-Thread Pro 650mAh Battery w/ Micro USB Charger,"<meta charset=""utf-8"">
<div data-product-details=""""><strong>Ceto V2 Pro Limited Edition - Leaf Buddi - 650mAh</strong></div>
<div data-product-details=""""><strong></strong></div>
<div class=""product-description rte"" data-product-description="""">
<p>The CETO V2 Pro Limited Edition Kit from Leaf Buddi has a unique and special design and features adjustable working voltage: 3.6V-3.8V-4.0V. This device has beautiful smooth surfaces and rests comfortably in your hand while being very small and convenient in size. The included atomizer is smartly inserted and locked in the box by a 510 magnetic joint. <strong><br></strong></p>
<h2>Specifications: </h2>
<ul>
<li>Tank Capacity: 1.0mL</li>
<li>Battery Capacity: 650mAh</li>
<li>Heating Chamber Diameter: 10.6mm</li>
<li>510 Magnetic Joint</li>
<li>Micro USB Charger</li>
</ul>
<p>How to Use: Press the button 5 times to turn the device on and off. For the preheat option, press the button 2 times. To change the voltage, press the button 3 times and the LED indicator lights will tell you what voltage it is set on; red is 4.0V, blue is 3.8V, and green is 3.6V. Remember to not charge the device for over 4 hours.</p>
<h2>Kit Includes:</h2>
<ul>
<li>1 x CETO V2 Pro Box Mod Battery</li>
<li>1 x 510 Magnetic Screw-In Joint</li>
<li>1 x USB Charger</li>
</ul>
<p> </p>
<p> </p>
<div>
<h2>Warning：</h2>
</div>
<p>Please make sure you have a great understanding and technical knowledge on how to use mods and batteries that can handle Sub-Ohm hm coils. Do not use a short or flat 510 connection on any hybrid or hybrid style le device. If you are not familiar or unsure of particular products or set-ups, please do not use it. Always use to use proper precautions and handling.</p>
<p>Note: There is always an inherent risk when using any rechargeable batteries at any time and under any circumstances. We and our parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making. </p>
<p>When working with Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable cells, please be cautious and carefully use as they are very sensitive to charging characteristics and may explode or burn if mishandled. Please mak make sure that you have great knowledge of all rechargeable batteries before you use them. Always cha charge batteries at the clean and fire-proof of surface. Never lea leave charging batteries es unattended. If you see that there are visible damages to the batteries, please do not use them. Always kee keep, store and transport the rechargeable cells in a safe, non-conductive container in controlled environment.</p>
</div>",Higher Ground Delivery,Accessory,"",false,Title,Default Title,,,,,V5P|ACCES|319,0.0,shopify,-1,deny,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/v2_battery.jpg?v=1583393150,1,,false,,,,,,,,,,,,,,,,,lb,,6.00,active
