Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tangie-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_157c6ae7-2385-4cf0-bff4-6f4e5c06271e.jpg?v=1594924595,2,,,,,,,,,,,,,,,,,,,,,,
tangie-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_7293378c-95a9-4807-823d-36ee7552633a.png?v=1594924595,3,,,,,,,,,,,,,,,,,,,,,,
tangie-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_ecfbac97-5d79-4462-9511-42168213c409.png?v=1594924595,4,,,,,,,,,,,,,,,,,,,,,,
citrus-cookies-1g-sativa-green-privilege-cartridge,Citrus Cookies 1g Hybrid - Green Privilege Cartridge,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Citrus Cookies is a cannabis strain that’s sought out by cannabis connoisseurs because it was bred almost exclusively for its fragrance and flavor. It emits an aroma reminiscent of citrus from the tropics and its taste is like savoring a sweet orange cookie. Its pistils are a bright orange, which can give it a seemingly orangey glow that adds to its name’s impression.</p>
<p>This strain is an indica-leaning hybrid. Effects have been described by reviewers as being both cerebral and physical. Reviewers say it might reduce stressful thinking patterns and put you in a happy or tranquil state of mind, but it could simultaneously create lack of focus as well. Tension in the body unfolds as pain temporarily subsides according to many that have tried it. Consumers say they have used indica strains for easing chronic pain, anxiety, stress, insomnia, and inflammation.</p>
<p>90%+ THC<br></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",false,Title,Default Title,,,,,CC1|347,0.0,shopify,5,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/CitrusCookiesGP.png?v=1594923619,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
citrus-cookies-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_28590c34-6ab2-47c3-9b36-4a007d91a897.jpg?v=1594923619,2,,,,,,,,,,,,,,,,,,,,,,
citrus-cookies-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_3330ebaa-4535-49fd-82b3-34f8a57c8822.png?v=1594923619,3,,,,,,,,,,,,,,,,,,,,,,
citrus-cookies-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_8a8c8065-fffd-406b-94fb-b8cdd88144d4.png?v=1594923615,4,,,,,,,,,,,,,,,,,,,,,,
sour-diesel-1g-sativa-green-privilege-cartridge,Sour Diesel 1g Sativa - Green Privilege Cartridge,"<meta charset=""utf-8"">
<p>Sour Diesel, sometimes called Sour D, is an invigorating sativa-dominant strain named after its pungent, diesel-like aroma. This fast-acting strain delivers energizing, dreamy cerebral effects that have pushed Sour Diesel to its legendary status. Stress, pain, and depression fade away in long-lasting relief that makes Sour Diesel a top choice among medical patients. This strain took root in the early '90s, and it is believed to have descended from Chemdog 91 and Super Skunk.</p>
<p>90%+ THC<br></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",true,Title,Default Title,,,,,SD1|346,0.0,shopify,5,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/SourD-GP.png?v=1594924465,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
sour-diesel-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_8ff31068-21db-4946-861c-544ad249b9e5.jpg?v=1594924465,2,,,,,,,,,,,,,,,,,,,,,,
sour-diesel-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_465c93fe-8567-463d-a8d4-58c952295dee.png?v=1594924465,3,,,,,,,,,,,,,,,,,,,,,,
sour-diesel-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_40a2e0ab-5b82-4e72-9cb4-8fe68651d0ef.png?v=1594924465,4,,,,,,,,,,,,,,,,,,,,,,
blue-dream-1g-sativa-green-privilege-cartridge,Blue Dreams 1g Sativa - Green Privilege Cartridge,"<meta charset=""utf-8"">
<p>Blue Dream, a sativa-dominant hybrid originating in California, has achieved legendary status among West Coast strains. Crossing Blueberry with Haze, Blue Dream balances full-body relaxation with gentle cerebral invigoration. Novice and veteran consumers alike enjoy the level effects of Blue Dream, which ease you gently into a calm euphoria. <br><br>With a sweet berry aroma redolent of its Blueberry parent, Blue Dream delivers swift symptom relief without heavy sedative effects. This makes Blue Dream a popular daytime medicine for patients treating pain, depression, nausea, and other ailments requiring a high THC strain.</p>
<p><em>*Most Popular Strain*</em></p>
<p>90%+ THC<br></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",false,Title,Default Title,,,,,BD1|345,0.0,shopify,0,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bluedreamGP.png?v=1594916834,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
blue-dream-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_df35fbbd-3aef-4298-accf-ea19da8897aa.jpg?v=1594923641,2,,,,,,,,,,,,,,,,,,,,,,
blue-dream-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback.png?v=1594923641,3,,,,,,,,,,,,,,,,,,,,,,
blue-dream-1g-sativa-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label.png?v=1594916834,4,,,,,,,,,,,,,,,,,,,,,,
zkittlez-1g-hybrid-green-privilege-cartridge,Zkittlez 1g Indica - Green Privilege Cartridge,"<meta charset=""utf-8"">
<p>Zkittlez is an indica-dominant mix of Grape Ape and Grapefruit that is crossed with another undisclosed strain to produce this candy-flavored strain bred by 3rd Gen Family and Terp Hogz. This award-winning combination took 1st Place at the 2016 Emerald Cup and 1st Place Indica at the 2015 Cannabis Cups in San Francisco and in Michigan. The chunky colas explode in a spectrum of light green hues and emit a sweet, tropical blend of fruit flavors. The effects of Zkittlez are calming, leaving consumers focused, alert, and happy while relaxing the body to help unwind any time of day.</p>
<p><span>90%+ THC</span></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",true,Title,Default Title,,,,,Z1H|344,0.0,shopify,0,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/zkittlez.png?v=1594924649,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
zkittlez-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_c49413d2-ec10-4d34-abd7-f1f7a486095e.jpg?v=1594924649,2,,,,,,,,,,,,,,,,,,,,,,
zkittlez-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_5d9d53b6-c974-48a2-9174-0f023b5ee74f.png?v=1594924649,3,,,,,,,,,,,,,,,,,,,,,,
zkittlez-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_d9427df7-79a6-493e-8dcc-8b22df6db10b.png?v=1594924649,4,,,,,,,,,,,,,,,,,,,,,,
sfv-og-1g-hybrid-green-privilege-cartridge,SFV OG 1g Hybrid - Green Privilege Cartridge,"<meta charset=""utf-8"">
<p>SFV OG by Cali Connection is a sativa-dominant hybrid that is great for patients who need strong pain relief but don’t want to be stuck on the couch. As the name indicates, this OG Kush relative originates from California’s San Fernando Valley. Although their names are barely distinguishable, SFV OG Kush is actually the Afghani-crossed child to SFV OG. Leading with aromatic notes of earthy pine and lemon, its body effects take a little longer to feel than the initial head haziness.</p>
<p><span>90%+ THC</span></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",true,Title,Default Title,,,,,SO1|343,0.0,shopify,1,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/SFVOG-GP.png?v=1594924250,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
sfv-og-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2_0f584109-3ff3-434c-8e24-09724dbec820.jpg?v=1594924250,2,,,,,,,,,,,,,,,,,,,,,,
sfv-og-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_337bb570-f7cc-46ea-9a5f-ba76c71637e5.png?v=1594924250,3,,,,,,,,,,,,,,,,,,,,,,
sfv-og-1g-hybrid-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_fa532459-5de6-42a8-bdd8-dff3d837f54c.png?v=1594924250,4,,,,,,,,,,,,,,,,,,,,,,
gelato-1g-green-privilege-cartridge,Gelato 1g Hybrid - Green Privilege Cartridge,"<meta charset=""utf-8"">
<p>Gelato (also referred to as ""Larry Bird"") is a tantalizing hybrid cannabis strain from Cookie Fam and Sherbinski, following in the footsteps of its parents Sunset Sherbet and Thin Mint GSC. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.<br></p>
<p><span>90%+ THC</span></p>
<p><span>Universal 510 Thread</span></p>
<p><span>No PG</span></p>
<p><span>No PEG</span></p>
<p><span>No VG</span></p>
<p><span>No MCT</span></p>
<p><span>Clean Cartridge - Clean Medicine</span></p>",The Sensi Society,"","Cartridge, concentrates, vape",false,Title,Default Title,,,,,G1H|342,0.0,shopify,1,deny,manual,64.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GelatoGP.png?v=1594924165,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
gelato-1g-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart2.jpg?v=1594924165,2,,,,,,,,,,,,,,,,,,,,,,
gelato-1g-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GP-Cart-Test-Label_aa68d24f-a73e-4061-bfd5-81e69712663b.png?v=1594924165,3,,,,,,,,,,,,,,,,,,,,,,
gelato-1g-green-privilege-cartridge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/GPcartback_d3f4c9a6-d325-4986-82f8-26ab336b592d.png?v=1594924165,4,,,,,,,,,,,,,,,,,,,,,,
chocolate-drizzle-popcorn-125mg-cbd,Chocolate Drizzle Popcorn 125mg CBD,"<meta charset=""utf-8"">
<p>125mg Total CBD Popcorn (about 25mg per 13 kernels)</p>
<p>Gourmet CBD Infused Popcorn Popped to Perfection &amp; Drizzled in Chocolate.</p>
<meta charset=""utf-8"">
<p><span>Our Drizzle is dark chocolate and white chocolate drizzled over caramel popcorn, and sprinkled with sea salt. The confection will leave you speechless. The buttery caramel, chocolate and sea salt is a perfect match of perfection!</span></p>
<p><span>Each bag offers about 65 popcorn kernels, giving you the ideal way to incorporate CBD into your daily wellness routine - whether that's at work or home. </span></p>
<p><span>CBD products may promote relaxation and a calming effect. </span></p>",The Sensi Society,"","cbd, Edible",true,Title,Default Title,,,,,CDP|337,0.0,shopify,5,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/chocopop-front.png?v=1594144320,1,,false,,,,,,,,,,,,,,,,,lb,,,active
chocolate-drizzle-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/chocopop-back.png?v=1594144320,2,,,,,,,,,,,,,,,,,,,,,,
chocolate-drizzle-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT1_86f4207f-9ac6-4622-8c4b-4f3f3b7ee1ce.png?v=1594144320,3,,,,,,,,,,,,,,,,,,,,,,
chocolate-drizzle-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT2_4469f1ff-e887-46fe-99f0-8dd3450e8a7b.png?v=1594144320,4,,,,,,,,,,,,,,,,,,,,,,
chocolate-drizzle-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT2_5b571a1b-95bb-44d3-b9a1-161c23f26c9c.png?v=1594144320,5,,,,,,,,,,,,,,,,,,,,,,
caramel-popcorn-125mg-cbd,Caramel Popcorn 125mg CBD,"<meta charset=""utf-8"">
<p>125mg Total CBD Popcorn (about 25mg per 13 kernels)</p>
<p>Gourmet CBD Infused Popcorn Popped to Perfection &amp; Drizzled in Caramel.</p>
<meta charset=""utf-8"">
<p><span>Our Caramel original made from scratch recipe using butter, sugars vanilla and We Be Pop'n gourmet popcorn's secret ingredients creates a golden buttery flavor.</span></p>
<p><span>Each bag offers about 65 popcorn kernels, giving you the ideal way to incorporate CBD into your daily wellness routine - whether that's at work or home. </span></p>
<p><span>CBD products may promote relaxation and a calming effect. </span></p>
<p><span>Fan Favorite!  :)</span></p>
<p> </p>
<p><span>Ingredients: Hemp derived (isolate), Light Brown Sugar, White Sugar, Dry Corn Syrup, Coconut Oil, Salted Butter (Cream (Milk), Salt), Artificial Vanilla (Dextrose Artificial Flavor), Popcorn Separation Aid (Soybean Oil, Soybean Lecithin), Plain Popcorn (Conagra Exclusive Popcorn), Seasoning Salt (Salt, Artificial Butter Flavor. Riboflavin (Color)), Caramel Set (Vegetable Stearine and lecithin), Cream of Tartar. </span></p>
<p> </p>",The Sensi Society,"","cbd, Edible",true,Title,Default Title,,,,,CP1|336,0.0,shopify,4,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/carmelpop-front.png?v=1594144241,1,,false,,,,,,,,,,,,,,,,,lb,,,active
caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/carmelpop-back.png?v=1594144241,2,,,,,,,,,,,,,,,,,,,,,,
caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT2_152d6ff9-17c2-4669-a294-6d043470dea6.png?v=1594144241,3,,,,,,,,,,,,,,,,,,,,,,
caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT1_968d6192-fbbc-4b74-9d31-094a10ea106d.png?v=1594144241,4,,,,,,,,,,,,,,,,,,,,,,
sea-salt-caramel-popcorn-125mg-cbd,Sea Salt Caramel Popcorn 125mg CBD,"<meta charset=""utf-8"">
<p>125mg Total CBD Popcorn (about 25mg per 13 kernels)</p>
<p>Gourmet CBD Infused Popcorn Popped to Perfection &amp; Drizzled in Caramel &amp; Sea Salt. </p>
<meta charset=""utf-8"">
<p><span>The Sea Salt Caramel is popped with coconut oil and fine sea salt. During its cooling process it is sprinkled with larger coarse sea salt crystals. </span></p>
<p><span>Each bag offers about 65 popcorn kernels, giving you the ideal way to incorporate CBD into your daily wellness routine - whether that's at work or home. </span></p>
<p><span>CBD products may promote relaxation and a calming effect.</span></p>",The Sensi Society,"","cbd, Edible",true,Title,Default Title,,,,,SSC|335,0.0,shopify,4,deny,manual,19.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/saltcarmel-front.png?v=1593565837,1,,false,,,,,,,,,,,,,,,,,lb,,,active
sea-salt-caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/saltcarmel-back.png?v=1593565837,2,,,,,,,,,,,,,,,,,,,,,,
sea-salt-caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT1.png?v=1593565837,3,,,,,,,,,,,,,,,,,,,,,,
sea-salt-caramel-popcorn-125mg-cbd,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/popcornT2.png?v=1593565837,4,,,,,,,,,,,,,,,,,,,,,,
1000mg-chocolate-rice-krispy-treat,1000mg Chocolate Rice Krispy Treat,"<meta charset=""utf-8"">
<p>*Medical Patients ONLY*</p>
<p>Chocolate Rice Krispy Treat</p>
<p>1000mg THC Total</p>
<p><span>Very easy to dose and cut into smaller sections.</span></p>
<p> </p>
<meta charset=""utf-8"">
<p><span><em>""I liked everything about these little mouthfuls of medicated yumminess.They taste so good, you’ll be tempted to eat more! With a nice chocolate flavor that isn't overly sweet and barely tasted of cannabis at all. I can honestly say these help me get through the day.""</em>  - Jacob M.</span></p>
<p><br></p>
<p><em>""I couldn't even believe it was medicated at first, they tasted so good! But soon the THC buzz came on quickly and left me feeling relaxed all day long; and the fruit pebbles had me imagining playing with Bam Bam on the Flintstones. Haha Just kidding, but I really did have a great high experience and didn't feel groggy the next day at work like I sometimes do off certain edibles."" </em><span> </span>- Jonathan B.</p>",The Sensi Society,THC Edible,Edible,true,Title,Default Title,,,,,1CR|THC E|333,0.0,shopify,84,deny,manual,49.00,65.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/chocoriceGP.png?v=1593563089,1,,false,,,,,,,,,,,,,,,,,lb,,15.00,active
imini-v2-pro-battery-650mah,iMini V2 Pro Vape Battery - 650mAH,"<p>The iMini V2 Pro Mod Battery is a very small, compact, discrete, and powerful little box mod.</p>
<p>It has an internal 650mAh battery with a direct output of 15W. The iMini V2 Pro Mod also includes a 510 thread that ensures compatibility with a wide range of vape cartridges (sold separately).</p>
<p>The iMini V2 Pro Mod has a battery life indicator on its button to tell users when the battery is dead and has a convenient Micro USB charging port. The iMini V2 Pro Mod boasts a single multi-function button, allowing its user to easily power on and off the device as well as to activate the device for vaping.</p>
<p>Grab a Sensi iMini V2 Pro Battery today and vape in ease.<br><br></p>
<p>Features:</p>
<p>Compatible w/ Universal 510 Thread Screw-In Cartridge</p>
<p>15W Battery Capacity of 650mAh</p>
<p>Pre-Heat &amp; Variable Voltage Functions</p>
<p>Micro USB Charging (uses any universal charger)</p>
<p>Portable Palm Sized<br></p>
<p> </p>
<p>Included:<br><br>1 x iMini V2 Pro Box Mod<br>1 x MicroUSB Charger (universal)<br>1 x User Manual</p>",The Sensi Society,"","Accessories, Cartridge, vape",true,Title,Default Title,,,,,IVP|318,0.0,shopify,32,deny,manual,24.00,,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/rohs-iminiv2pro-box-800x800_1200x1200_5f446333-d1b5-412f-87c0-41c9d886a855.jpg?v=1591483389,1,,false,,,,,,,,,,,,,,,,,lb,,7.00,active
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/iMiniV2-Mod-9.jpg?v=1591483623,2,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/icarts-imini-v2-pro-vv-concentrate-vaporizer-kit-hardware-icarts-768490_grande_871498f0-6d91-4810-b2ab-77f8257fc59e.jpg?v=1591483623,3,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/rBVaVVv_iL6AeWXaAAHJp0xEH3A692_800x_bb901935-6392-42b8-a6b5-2b705798f188.jpg?v=1591483623,4,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/imini_v2_vv_vaporizer_mod_-_package_contents.jpg?v=1591483623,5,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/rohs-iminiv2pro-detail-1-800x800_1024x1024_2x_8b9c04ce-6380-4dac-a75b-1b945658201a.jpg?v=1591483623,6,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/rohs-imini-iii-cartridge-vaporizer-mod-red-800x800_1024x1024_2x_7e356e08-481b-426a-9576-647fac9be218.jpg?v=1591483623,7,,,,,,,,,,,,,,,,,,,,,,
imini-v2-pro-battery-650mah,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/rohs-imini-v2pro-yelllow-800x800_1024x1024_2x_557ddef8-7bb6-46b4-9299-da38734065ef.jpg?v=1591483408,8,,,,,,,,,,,,,,,,,,,,,,
1-8th-flower-cartirdge-deal,1/4 Ounce Flower + 2 Cartridges  *DEAL*,"<p>Get one quarter oz of <strong>Maui Wowie </strong>Flower <strong>+</strong> <strong>2 Sublime Sour Diesel</strong> Carts! </p>
<p><strong><span style=""text-decoration: underline;"">Sour Diesel Strain:</span></strong></p>
<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Sour Diesel, sometimes called Sour D, is an invigorating Sativa-dominant strain named after its <a href=""https://www.leafly.com/strains/lists/flavor/pungent"">pungent</a>, <a href=""https://www.leafly.com/strains/lists/flavor/diesel"">diesel</a>-like aroma. <br></p>
<p><iframe src=""https://player.vimeo.com/video/311200469"" width=""640"" height=""360"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen=""""></iframe></p>
<p> </p>",The Sensi Society,Flower,"Cartridge, Flower, vape",true,Title,Default Title,,,,,1FC|317,0.0,shopify,91,deny,manual,84.00,106.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/bbfogbag_e5bada49-0eb1-43bf-a03c-27f074d6f3e2.png?v=1591080752,1,,false,,,,,,,,,,,,,,,,,lb,,16.00,active
1-8th-flower-cartirdge-deal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/Screen_Shot_2020-03-04_at_11.40.46_PM_1024x1024_2x_d31b127e-cc29-4da0-a0d5-2a62ea1723c2.png?v=1591080752,2,,,,,,,,,,,,,,,,,,,,,,
gelato-top-shelf-indoor-flower-exotic-90-indica,1g Gelato from Cookie Fam - Indoor Flower (55% Indica),"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Indica Dominant Hybrid - 55% Indica / 45% Sativa</p>
<p><strong>Gelato</strong> (also referred to as ""Larry Bird"") is a tantalizing hybrid cannabis strain from Cookie Fam and Sherbinski, following in the footsteps of its parents Sunset Sherbet and Thin Mint GSC. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.</p>
<p><iframe src=""https://player.vimeo.com/video/311171399?title=0&amp;byline=0"" width=""640"" height=""360"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen=""""></iframe></p>
<p><a href=""https://vimeo.com/311171399"">Gelato Cannabis Strain Review [Origins, Benefits, Potency]</a> from <a href=""https://vimeo.com/wayofleaf"">WayofLeaf</a> on <a href=""https://vimeo.com"">Vimeo</a>.</p>
<br>
<p> </p>",Higher Ground Delivery,Flower,Flower,true,Title,Default Title,,,,,G-T|1/2 G|FLOWE|316,0.0,shopify,2,deny,manual,17.99,21.00,true,true,"",https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gelato.png?v=1591037444,1,,false,Higher Ground Delivery: Blue Zkittles- Indoor Flower,"Dispensary delivery, cannabis delivery in San Francisco, San Mateo, Burlingame, San Carlos, Redwood City, Belmont. Blue Zkittles is a Mendocino, California-bred, potent strain. Yielding 20.4% THC Blue Zkittles is blissful, gently sedating, body-soothing and sexually arousing. Blue Zkittles is an Indica-Dominant, end-of-a-long-day hybrid blend of Blue Diamond and Zkittles.",,,,,,,,,,,,,,,lb,,8.57,active
gelato-top-shelf-indoor-flower-exotic-90-indica,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0278/5286/5641/products/gelatobag.png?v=1591081000,2,,,,,,,,,,,,,,,,,,,,,,
